XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,Cp,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen,Table4.XNAME,Table4.SOURCE,Table4.ENTAL,Table4.FIRST,Table4.LAST,Table4.INTERV,Table4.G0,Table4.LT1,Table4.UT1,Table4.A1,Table4.B1,Table4.C1,Table4.D1,Table4.E1,Table4.F1,Table4.LT2,Table4.UT2,Table4.A2,Table4.B2,Table4.C2,Table4.D2,Table4.E2,Table4.F2,Table4.LT3,Table4.UT3,Table4.A3,Table4.B3,Table4.C3,Table4.D3,Table4.E3,Table4.F3,Table4.LT4,Table4.UT4,Table4.A4,Table4.B4,Table4.C4,Table4.D4,Table4.E4,Table4.F4,Table4.LT5,Table4.UT5,Table4.A5,Table4.B5,Table4.C5,Table4.D5,Table4.E5,Table4.F5,Table4.LT6,Table4.UT6,Table4.A6,Table4.B6,Table4.C6,Table4.D6,Table4.E6,Table4.F6
NiS,[],(C),298.15,1269,-88503.44825,52.96147622,-81985.59974,46.67458328,NiS, NiS,Millerit,16.88742094,1.688742094,Webmineral,,NiS,New,-81.987,298.15,1269,1,-88503.44825,298.15,1269,38.69275,0.0267712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiSb,[],(C),298.15,1423,-95242.50988,78.22709953,-83658.50935,49.68925883,NiSb, NiSb,Breithauptit,20.66196495,2.066196495,Webmineral,,NiSb,Kub,-83.66,298.15,1423,1,-95242.50988,298.15,1423,46.22215,0.01162874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiSe,[],(C),298.15,1253,-86072.92073,75.17387562,-74874.40179,53.38390226,,,,,,,,NiSe,Kub,-74.876,298.15,1253,1,-86072.92073,298.15,1253,40.437061,0.029377209,372288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiSe2,[],(C),298.15,1123,-121303.8473,103.4950098,-108755.7378,75.46100195,,,,,,,,NiSe2,Kub,-108.758,298.15,1123,1,-121303.8473,298.15,1123,72.754919,0.020676569,-307450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni7Se8,[],(C),298.15,1253,-17087.2749,77.1400496,-79684.35124,54.95702869,,,,,,,,Ni7Se8,Kub,-79.686,298.15,1253,4,-17087.2749,298.15,480,39.981114,0.050229464,0,0,0,0,480,503,-650.757676,1.489511921,0,0,0,0,503,550,77.837264,-0.027591068,0,0,0,0,550,1253,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni4Se5,[],(C),298.15,1100,-54951.01491,80.06833918,-83031.29494,56.84689717,,,,,,,,Ni4Se5,Kub,-83.033,298.15,1100,4,-54951.01491,298.15,500,53.391812,0.022115521,-279006,0,0,0,500,589,-35.839944,0.198341128,0,0,0,0,589,995,1.614638,0.069889564,8688928,0,0,0,995,1100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni3Sn,[],(C),298.15,3000,-120765.2521,131.3562258,-102899.0107,99.64378679,Ni3Sn, Ni3Sn,Nisnit,31.37535336,3.137535336,Mindat,,Ni3Sn,Kub,-102.902,298.15,3000,2,-120765.2521,298.15,1447,86.92274,0.0426666,0,0,0,0,1447,2500,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni3Sn2,[],(C),298.15,3000,-213940.6297,173.6054313,-192414.7407,108.6442015,Ni3Sn2, Ni3Sn2,,45.95104175,4.595104175,Materialsproject,,Ni3Sn2,Kub,-192.418,298.15,3000,2,-213940.6297,298.15,1537,97.0456,0.0389019,0,0,0,0,1537,3000,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni3Sn4,[],(C),298.15,1000,-264219.6688,257.689151,-235498.1247,162.5074835,Ni3Sn4, Ni3Sn4,,76.99788733,7.699788733,Materialsproject,,Ni3Sn4,Kub,-235.503,298.15,1000,1,-264219.6688,298.15,1000,178.40495,0.0129673,-1756860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiTe,[],(C),298.15,800,-46745.7708,80.02607363,-35637.42457,52.51294279,,,,,,,,NiTe,Kub,-35.639,298.15,800,1,-46745.7708,298.15,800,48.39731,0.0138039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiTi2,[],(C),298.15,1288,-95811.70022,83.66754195,-83657.75127,74.95785412,NiTi2, NiTi2,,26.99123489,2.699123489,Materialsproject,,NiTi2,Kub,-83.66,298.15,1288,1,-95811.70022,298.15,1288,67.97375,0.0234248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni3Ti,[],(C),298.15,1651,-154612.7231,104.5844003,-140127.1988,93.48187965,Ni3Ti, Ni3Ti,,28.140711,2.8140711,Materialsproject,,Ni3Ti,Kub,-140.13,298.15,1651,1,-154612.7231,298.15,1651,108.92532,0.01685749,-1819604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiTi,[],(C),298.15,1513,-73893.0753,53.12880268,-66508.59784,46.73814944,NiTi, NiTi,,16.56269373,1.656269373,Materialsproject,,NiTi,Kub,-66.51,298.15,1513,1,-73893.0753,298.15,1513,52.99861,0.0096209,-811502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbBr2,[],(G),298.15,6000,-156901.6663,339.5637154,-103998.6166,56.96518383,,,,,,,,PbBr2,1705,-119.022,298.15,6000,2,-156901.6663,298.15,1500,58.08744049,0.000245932,-104874,0,-1.93379E-07,5.2116E-11,1500,6000,58.20021057,4.0432E-07,-113766,0,-7.88856E-11,5.25108E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbBr3,[],(G),298.15,6000,-147232.6909,395.8912735,-93475.98562,80.85504078,,,,,,,,PbBr3,1704,-114.008,298.15,6000,2,-147232.6909,298.15,1500,82.89845276,0.000533288,-192728,0,-4.20028E-07,1.134E-10,1500,6000,83.14305115,8.54872E-07,-212620,0,-2.34353E-10,2.17057E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbBr4,[],(G),298.15,6000,-279912.9161,427.6171117,-232470.9521,104.4658756,,,,,,,,PbBr4,1707,-258.345,298.15,6000,2,-279912.9161,298.15,1500,107.6270905,0.000999051,-301772,0,-7.86915E-07,2.12482E-10,1500,6000,108.0850372,1.50832E-06,-338120,0,-3.4995E-10,2.888E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbBr,[],(G),298.15,6000,21555.66725,272.6358823,69812.69661,36.91605341,,,,,,,,PbBr,1702,59.666,298.15,6000,2,21555.66725,298.15,1500,37.13532257,0.001422261,-49846,0,-1.07261E-06,4.81859E-10,1500,6000,11.74876976,0.018068597,15616950,0,-3.52347E-06,2.11021E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb2CO4,[],(C),298.15,700,-746916.5287,204.1438157,-816517.9999,133.3341708,Pb2CO4, Pb2CO4,Shannonit,51.71212271,5.171212271,Webmineral,Pb2OCO3,Pb2CO4,Kub,-816.522,298.15,700,1,-746916.5287,298.15,700,89.68352,0.146405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbCO3,[],(C),298.15,800,-649780.9751,130.9367037,-702532.375,87.49618747,PbCO3, PbCO3,Cerussit,40.59073426,4.059073426,Webmineral,,PbCO3,New,-702.535,298.15,800,1,-649780.9751,298.15,800,51.82737,0.1196338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbCl3,[],(G),298.15,6000,-157133.7661,358.7427356,-167240.2766,77.82992666,,,,,,,,PbCl3,1699,-185.908,298.15,6000,2,-157133.7661,298.15,1500,81.78356934,0.002932426,-412478,0,-2.29674E-06,6.17312E-10,1500,6000,83.13957214,2.29755E-06,-523990,0,-3.99159E-10,2.27455E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbCl4,[],(G),298.15,6000,-315694.2456,381.5720786,-352426.7286,100.5305396,,,,,,,,PbCl4,1701,-375.878,298.15,6000,2,-315694.2456,298.15,1500,106.057724,0.004375144,-582370,0,-3.42814E-06,9.21893E-10,1500,6000,108.0746613,7.53158E-06,-744578,0,-1.62099E-09,1.20702E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbCl2,[],(G),298.15,6000,-185863.2395,315.5110976,-175546.2766,55.29619896,,,,,,,,PbCl2,526,-189.55,298.15,6000,2,-185863.2395,298.15,1500,57.55123138,0.001402917,-229642,0,-1.10041E-06,2.96106E-10,1500,6000,58.19819641,1.43322E-06,-282142,0,-2.69899E-10,1.7098E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbCl,[],(G),298.15,6000,-18162.51689,261.196485,8825.656101,36.2149277,,,,,,,,PbCl,524,-0.962,298.15,6000,2,-18162.51689,298.15,1500,36.89653015,0.001897106,-100672,0,-1.46655E-06,5.90266E-10,1500,6000,23.32745743,0.008669923,9649076,0,-9.63374E-07,1.14998E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbCl2,[],(C),298.15,774,-313047.4761,136.0077377,-359397.6914,76.98520487,PbCl2, PbCl2,Cotunnit,47.06754664,4.706754664,Webmineral,,PbCl2,525,-376.55,298.15,774,1,-313047.4761,298.15,774,75.603,0.018585,-369700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbCl2,[],(L),298.15,2300,-295695.9268,137.4168329,-350511.7926,111,,,,,,,,PbCl2,525,-376.55,298.15,2300,1,-295695.9268,298.15,2300,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbF2,[],(C),298.15,1103,-628547.1278,106.0072624,-675997.8346,72.25854784,PbF2, PbF2,Fluorocronit,31.41043233,3.141043233,Mineralienatlas,,PbF2,522,-691,298.15,1103,3,-628547.1278,298.15,583,59.067,0.039966,113400,0,0,0,583,716,9595.057,-20.063581,-653750500,0,0.012084654,0,716,1103,-1314.462,1.58456,292393300,0,-0.000469816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbF2,[],(L),298.15,3200,-616000.8003,98.66696395,-670818.6352,109,,,,,,,,PbF2,522,-691,298.15,3200,1,-616000.8003,298.15,3200,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbF2,[],(G),298.15,6000,-438685.8124,291.4154434,-428427.6494,50.96991703,,,,,,,,PbF2,523,-441,298.15,6000,2,-438685.8124,298.15,1500,53.758461,0.009437589,-444760,0,-7.32215E-06,1.95538E-09,1500,6000,58.18638611,7.32712E-06,-830834,0,-1.37316E-09,8.97479E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbF3,[],(G),298.15,6000,-500139.3428,322.1810298,-510001.0336,70.31664971,,,,,,,,PbF3,1696,-526.064,298.15,6000,2,-500139.3428,298.15,1500,74.40602112,0.018477942,-749292,0,-1.42912E-05,3.80799E-09,1500,6000,83.11331177,1.55655E-05,-1520030,0,-2.90028E-09,1.8741E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbF4,[],(G),298.15,6000,-788614.7053,331.7006763,-825001.5677,90.20506189,,,,,,,,PbF4,1698,-844.626,298.15,6000,2,-788614.7053,298.15,1500,95.92883301,0.025691602,-1045252,0,-1.98602E-05,5.29003E-09,1500,6000,108.045517,2.09248E-05,-2121288,0,-3.87403E-09,2.50358E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbF,[],(G),298.15,6000,-98852.41818,249.8499083,-71880.8035,34.3972353,,,,,,,,PbF,521,-81.149,298.15,6000,2,-98852.41818,298.15,1500,35.32774353,0.005196711,-191460,0,-4.04877E-06,1.27593E-09,1500,6000,28.02970886,0.005503395,6201708,0,-2.91542E-07,-2.87281E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbI3,[],(G),298.15,6000,-56378.34407,416.4239322,1938.847175,81.64450325,,,,,,,,PbI3,1711,-19.302,298.15,6000,2,-56378.34407,298.15,1500,83.03884888,0.000229655,-128714,0,-1.8188E-07,4.9405E-11,1500,6000,83.1421051,1.49482E-06,-136040,0,-3.73198E-10,3.28895E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbI4,[],(G),298.15,6000,-126627.5685,463.6991295,-71213.70485,106.2526123,,,,,,,,PbI4,1713,-98.737,298.15,6000,2,-126627.5685,298.15,1500,107.9724121,0.000249009,-158056,0,-1.95763E-07,5.28061E-11,1500,6000,108.0766296,7.15443E-06,-159716,0,-1.64018E-09,1.28952E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbI,[],(G),298.15,6000,61560.58763,274.5420278,109908.2349,37.15269815,,,,,,,,PbI,1708,99.568,298.15,6000,2,61560.58763,298.15,1500,36.99060059,0.00196432,-24826,0,-1.88128E-06,8.65809E-10,1500,6000,1.05304885,0.026588562,20038096,0,-5.49806E-06,3.59409E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbI2,[],(G),298.15,6000,-58965.23651,352.5028653,-2998.154689,57.18153675,,,,,,,,PbI2,1710,-18.247,298.15,6000,2,-58965.23651,298.15,1500,58.12227631,0.000170106,-87164,0,-1.3345E-07,3.58827E-11,1500,6000,58.19960022,9.1692E-07,-92998,0,-2.20031E-10,1.78368E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbO,[],(C),298.15,1160,-190923.7962,67.84466125,-218598.609,46.41388823,PbO, PbO,Massicot,22.74261458,2.274261458,Webmineral,,PbO,518,-227.825,298.15,1160,2,-190923.7962,298.15,762,41.07,0.02001,-55300,0,0,0,762,1160,44.96,0.013267,-279400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbO,[],(L),298.15,3200,-159672.2559,73.44630206,-202138.3235,65,,,,,,,,PbO,518,-227.825,298.15,3200,1,-159672.2559,298.15,3200,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbO_R,[R],(C),298.15,1160,-190667.2044,68.70459749,-218098.6283,45.77246636,,,,,,,,PbO_R,1535,-227.338,298.15,1160,1,-190667.2044,298.15,1160,44.96,0.013267,-279400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbO,[],(G),298.15,6000,44237.71364,239.9292251,68134.95699,32.50313875,,,,,,,,PbO,519,59.174,298.15,6000,2,44237.71364,298.15,1500,32.05347443,0.011459154,-202190,0,-8.46056E-06,2.25354E-09,1500,6000,82.91793823,-0.032567566,-29016494,0,7.9922E-06,-5.22905E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbO2,[],(C),298.15,1000,-221577.1143,71.92612975,-275998.1717,60.99654102,PbO2, PbO2,Plattnerit,31.15855629,3.115855629,Webmineral,,PbO2,1536,-286.962,298.15,1000,1,-221577.1143,298.15,1000,84.01,0.00416,-2156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbO2,[],(G),298.15,6000,6040.606995,260.9713169,6697.396106,51.70209945,,,,,,,,PbO2,520,-5.552,298.15,6000,2,6040.606995,298.15,1500,52.94150543,0.01967446,-521774,0,-1.5093E-05,3.99866E-09,1500,6000,62.32097626,1.85991E-05,-1387098,0,-3.46147E-09,2.24883E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb2O3,[],(C),298.15,1000,-412527.3755,151.9108199,-491696.7688,107.7008503,Pb2O3, Pb2O3,,49.06373575,4.906373575,Materialsproject,,Pb2O3,1537,-512.58,298.15,1000,1,-412527.3755,298.15,1000,125.21,0.04526,-2756000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb3O4,[],(C),298.15,1000,-610909.8117,211.3147358,-719995.5992,146.7047866,Pb3O4, Pb3O4,Minium,76.80186665,7.680186665,Webmineral,,Pb3O4,1538,-749.83,298.15,1000,1,-610909.8117,298.15,1000,213.99,0.02297,-6590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb2SO5,[],(C),298.15,1243,-1071665.958,206.6553812,-1171235.473,150.8831693,Pb2SO5, Pb2SO5,Lanarkit,75.0027521,7.50027521,Webmineral,Pb2(SO4)O,Pb2SO5,Kub,-1171.24,298.15,1243,1,-1071665.958,298.15,1243,87.843,0.1451501,1756860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb3SO6,[],(C),298.15,1223,-1280748.202,274.4245575,-1398789.109,196.3663505,Pb3SO6, Pb3SO6,,106.6015269,10.66015269,Materialsproject,,Pb3SO6,Kub,-1398.795,298.15,1223,1,-1280748.202,298.15,1223,128.8364,0.1602089,1756860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb4SO7,[],(C),298.15,800,-1489331.581,340.5205885,-1626342.728,242.3925479,,,,,,,,Pb4SO7,Kub,-1626.35,298.15,800,1,-1489331.581,298.15,800,170.2481,0.175686,1756860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbSO4,[],(C),298.15,1387,-839935.1857,148.5069913,-918164.8719,104.2713519,PbSO4, PbSO4,Anglesit,47.9512958,4.79512958,Webmineral,,PbSO4,New,-918.168,298.15,1387,2,-839935.1857,298.15,1139,45.84568,0.129673,1756860,0,0,0,1139,1387,45.84568,0.129673,1756860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbSO4,[],(L),298.15,2000,-817232.53,91.95189575,-915243.0685,209.15,,,,,,,,PbSO4,New,-918.168,298.15,2000,1,-817232.53,298.15,2000,209.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbSeO3,[],(C),298.15,953,-472560.8108,128.4281083,-532493.0158,99.47027595,,,,,,,,PbSeO3,Kub,-532.496,298.15,953,1,-472560.8108,298.15,953,85.7515,0.046013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbTiO3,[],(C),298.15,1443,-1136327.228,111.9057465,-1198426.872,104.37666,PbTiO3, PbTiO3,Macedonit,38.33694808,3.833694808,Webmineral,,PbTiO3,Kub,-1198.43,298.15,1443,2,-1136327.228,298.15,763,119.50831,0.01790324,-1819604,0,0,0,763,1443,109.05081,0.02279735,-1334376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbWO4,[],(C),298.15,1398,-1049481.123,168.169777,-1121458.071,130.9637609,,,,,,,,PbWO4,New,-1121.462,298.15,1398,1,-1049481.123,298.15,1398,119.2155,0.03940386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb,[],(C),298.15,601,1.382041533,64.80268158,0.799055775,26.65016103,,,,,,,,Pb,514,-6.87,298.15,601,1,1.382041533,298.15,601,24.489,0.008954,-45200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb,[],(L),298.15,3600,6293.673333,70.98458695,4068.358215,30.02353878,,,,,,,,Pb,514,-6.87,298.15,3600,1,6293.673333,298.15,3600,36.287,-0.01028,-315800,0,0.000004113,-4.35E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb,[],(G),298.15,10000,161594.1592,175.2681786,195201.2775,20.78796373,,,,,,,,Pb,515,189.003,298.15,10000,3,161594.1592,298.15,1500,19.80344391,0.003611926,24122,0,-4.71899E-06,2.1036E-09,1500,6000,-70.68476868,0.061096997,56306636,0,-1.17202E-05,7.33213E-10,6000,10000,356.4393311,-0.088834143,-1457880974,0,8.55887E-06,-2.64693E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pb2,[],(G),298.15,6000,258272.9786,277.5633035,305565.9588,37.53529109,,,,,,,,Pb2,517,295.005,298.15,6000,2,258272.9786,298.15,1500,37.13594055,0.001377135,-6696,0,7.78178E-07,-1.9209E-10,1500,6000,-88.84794617,0.09161803,73766828,0,-2.02163E-05,1.3903E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbS,[],(C),298.15,1386,-97690.9159,91.20497218,-99612.51622,49.49905166,,,,,,,,PbS,527,-111.124,298.15,1386,1,-97690.9159,298.15,1386,60.96,-0.01881,-626000,0,0.00001338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbS,[],(L),298.15,3000,-30687.23652,105.988807,-63908.3101,67,,,,,,,,PbS,527,-111.124,298.15,3000,1,-30687.23652,298.15,3000,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbS,[],(G),298.15,6000,79914.32323,251.3030163,127806.6077,35.08275094,,,,,,,,PbS,528,118.376,298.15,6000,2,79914.32323,298.15,1500,36.32839966,0.002660519,-168090,0,-1.81477E-06,5.03886E-10,1500,6000,91.29393005,-0.03991839,-32298082,0,1.0183E-05,-7.19851E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbS2,[],(G),298.15,6000,69825.86372,286.0285576,118327.9963,57.50587889,,,,,,,,PbS2,529,104.306,298.15,6000,2,69825.86372,298.15,1500,60.55859375,0.003862348,-351798,0,-3.01714E-06,8.09542E-10,1500,6000,62.35162354,3.46894E-06,-501668,0,-6.81408E-10,4.65943E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbSe,[],(G),298.15,4000,67327.18983,263.4448069,126328.09,36.2196,,,,,,,,PbSe,Kub,126.327,298.15,4000,1,67327.18983,298.15,4000,37.39602,0,-104576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbSe,[],(C),298.15,1350,-110984.2899,102.4885516,-99972.4938,50.20678587,,,,,,,,PbSe,Kub,-99.974,298.15,1350,1,-110984.2899,298.15,1350,47.22607,0.00999737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbSe,[],(L),298.15,2500,-34625.4006,126.1303971,-58270.551,62.745,,,,,,,,PbSe,Kub,-99.974,298.15,2500,1,-34625.4006,298.15,2500,62.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbTe,[],(G),298.15,4000,95310.02664,271.5347753,155186.1021,36.7372311,,,,,,,,PbTe,Kub,155.185,298.15,4000,1,95310.02664,298.15,4000,37.39602,0,-58562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
