XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,Cp,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen,Table4.XNAME,Table4.SOURCE,Table4.ENTAL,Table4.FIRST,Table4.LAST,Table4.INTERV,Table4.G0,Table4.LT1,Table4.UT1,Table4.A1,Table4.B1,Table4.C1,Table4.D1,Table4.E1,Table4.F1,Table4.LT2,Table4.UT2,Table4.A2,Table4.B2,Table4.C2,Table4.D2,Table4.E2,Table4.F2,Table4.LT3,Table4.UT3,Table4.A3,Table4.B3,Table4.C3,Table4.D3,Table4.E3,Table4.F3,Table4.LT4,Table4.UT4,Table4.A4,Table4.B4,Table4.C4,Table4.D4,Table4.E4,Table4.F4,Table4.LT5,Table4.UT5,Table4.A5,Table4.B5,Table4.C5,Table4.D5,Table4.E5,Table4.F5,Table4.LT6,Table4.UT6,Table4.A6,Table4.B6,Table4.C6,Table4.D6,Table4.E6,Table4.F6
PbTe,[],(C),298.15,1197,-80319.32833,110.017985,-68599.48387,50.5391043,,,,,,,,PbTe,Kub,-68.601,298.15,1197,1,-80319.32833,298.15,1197,47.18424,0.01125227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbTe,[],(L),298.15,2500,10607.59823,146.3798233,-17717.7563,62.745,,,,,,,,PbTe,Kub,-68.601,298.15,2500,1,10607.59823,298.15,2500,62.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pm2O3,[],(L),298.15,6000,-1675131.985,82.7258512,-1794238.96,200,,,,,,,,Pm2O3,2518,-1831,298.15,6000,1,-1675131.985,298.15,6000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PmO,[],(G),298.15,6000,-137995.8503,246.312751,-114898.0272,38.13917366,,,,,,,,PmO,2517,-124.845,298.15,6000,2,-137995.8503,298.15,1500,29.95111847,0.04117218,-147292,0,-2.94722E-05,7.14629E-09,1500,6000,55.24821472,-0.007959123,-36310,0,3.16063E-06,-2.66365E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pm2O3,[],(C),298.15,2593,-1728496.343,156.011358,-1809996.614,112.9995962,,,,,,,,Pm2O3,2518,-1831,298.15,2593,3,-1728496.343,298.15,2013,125.805,0.023317,-1756300,0,0,0,2013,2408,160,0,0,0,0,0,2408,2593,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pm,[],(C),298.15,1315,1.468331948,72.0028142,0.839316834,28.0000978,,,,,,,,Pm,2514,-7.3,298.15,1315,2,1.468331948,298.15,1163,21.795,0.020812,0,0,0,0,1163,1315,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pm,[],(L),298.15,5000,11041.3508,68.50892806,4999.918,44,,,,,,,,Pm,2514,-7.3,298.15,5000,1,11041.3508,298.15,5000,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pm,[],(G),298.15,10000,224088.6758,186.8218181,259161.0719,24.24287223,,,,,,,,Pm,2515,252.7,298.15,10000,3,224088.6758,298.15,1500,24.92317963,0.009517012,-272484,0,-5.41388E-06,1.08447E-09,1500,6000,88.88957214,-0.038468048,-39276106,0,7.98795E-06,-4.6662E-10,6000,10000,-247.2940369,0.092096472,575794982,0,-9.7189E-06,3.33489E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrH2,[],(C),298.15,1200,-170081.6282,56.76744372,-198272.7675,41.08406653,,,,,,,,PrH2,Kub,-198.274,298.15,1200,1,-170081.6282,298.15,1200,35.47184,0.0188235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pr2O3,[],(L),298.15,6000,-1664274.58,87.94361533,-1788319.007,200,,,,,,,,Pr2O3,2508,-1830.6,298.15,6000,1,-1664274.58,298.15,6000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrO,[],(G),298.15,6000,-167822.1357,244.32567,-145405.5979,33.56815931,,,,,,,,PrO,2507,-154.955,298.15,6000,2,-167822.1357,298.15,1500,8.89653587,0.063368774,695694,0,-2.3093E-05,1.84015E-10,1500,6000,59.26654816,-0.008634509,2329754,0,2.9676E-06,-2.29928E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pr2O3,[],(C),298.15,2573,-1727720.023,158.0118602,-1809596.465,117.9996911,,,,,,,,Pr2O3,2508,-1830.6,298.15,2573,3,-1727720.023,298.15,2303,121.397,0.025906,-988600,0,0,0,2303,2403,160,0,0,0,0,0,2403,2573,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pr,[],(C),298.15,1205,1.490965427,74.00275407,0.821811109,27.40004306,,,,,,,,Pr,2504,-7.41,298.15,1205,2,1.490965427,298.15,1069,50.73,-0.099562,-510800,0,0.000156075,-6.6911E-08,1069,1205,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pr,[],(L),298.15,6000,-20111.7899,23.25396738,-17618.40978,153.9126553,,,,,,,,Pr,2504,-7.41,298.15,6000,2,-20111.7899,298.15,1700,32.996,0.00289,10672100,0,0,0,1700,6000,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pr,[],(G),298.15,10000,320130.4122,189.6949828,355812.0704,21.3472095,,,,,,,,Pr,2505,349.59,298.15,10000,3,320130.4122,298.15,1500,12.70535851,0.030915259,113668,0,-2.34729E-05,8.76673E-09,1500,6000,-22.40724564,0.067180896,-19133728,0,-1.78631E-05,1.3879E-09,6000,10000,34.42273712,-0.001608243,306589890,0,6.85281E-08,-8.83104E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrS,[],(C),298.15,2500,-455154.9639,77.80915927,-451762.4021,53.26487385,,,,,,,,PrS,Kub,-451.764,298.15,2500,1,-455154.9639,298.15,2500,51.95286,0.004400516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pr3S4,[],(C),298.15,2373,-1565740.169,256.0176223,-1553979.626,179.1204271,,,,,,,,Pr3S4,Kub,-1553.985,298.15,2373,1,-1565740.169,298.15,2373,174.4311,0.01572808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrB6,[],(C),298.15,2523,-132265.0216,96.72097071,-121304.0151,99.48947072,,,,,,,,PrB6,Gor,-121.307,298.15,2523,1,-132265.0216,298.15,2523,86.35576102,0.101111833,-1460394,0,-6.57179E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pu2O3,[],(L),298.15,5500,-1524455.05,102.3452073,-1641931.787,200,,,,,,,,Pu2O3,1043,-1692.57,298.15,5500,1,-1524455.05,298.15,5500,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PuO,[],(G),298.15,10000,-90970.6268,247.8719535,-61940.61238,38.75915468,,,,,,,,PuO,1037,-71.25,298.15,10000,3,-90970.6268,298.15,1500,91.0974884,-0.104931372,-2440590,0,7.72853E-05,-1.76566E-08,1500,6000,98.76669312,-0.036302881,-39849734,0,1.01595E-05,-8.26006E-10,6000,10000,277.4239502,-0.044226141,-1517306710,0,3.24111E-06,-8.84615E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PuO2,[],(C),298.15,2663,-1002945.769,66.1366643,-1055798.013,66.24988285,,,,,,,,PuO2,1039,-1066.58,298.15,2663,1,-1002945.769,298.15,2663,83.319,0.011684,-1827000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PuO2,[],(L),298.15,6000,-1005114.083,4.383243012,-1066086.573,131,,,,,,,,PuO2,1039,-1066.58,298.15,6000,1,-1005114.083,298.15,6000,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PuO2,[],(G),298.15,10000,-419173.3519,277.6664573,-412378.3442,54.83822863,,,,,,,,PuO2,1040,-426.58,298.15,10000,2,-419173.3519,298.15,1500,32.88199615,0.080424524,252974,0,-5.91853E-05,1.48292E-08,1500,10000,75.05412292,-0.002412723,-3889066,0,3.64369E-07,-2.35492E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pu2O3,[],(C),298.15,2358,-1598678.488,163.0317473,-1669996.494,116.9800487,,,,,,,,Pu2O3,1043,-1692.57,298.15,2358,2,-1598678.488,298.15,350,169.466,-0.07998,-2545900,0,0,0,350,2358,122.953,0.028548,-1501200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pu,[],(C),298.15,913,1.390165218,54.49313271,0.935537891,31.19032557,,,,,,,,Pu,1034,-6.909,298.15,913,6,1.390165218,298.15,395,42.342,-0.071621,0,0,0,3.84934E-07,395,485,25.062,0.022277,0,0,0,0,485,588,21.504,0.028451,0,0,0,0,588,731,37,0,0,0,0,0,731,752,36,0,0,0,0,0,752,913,34,0,0,0,0,0
Pu,[],(L),298.15,5600,7468.460091,62.92351671,4991.1486,42.5,,,,,,,,Pu,1034,-6.909,298.15,5600,1,7468.460091,298.15,5600,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pu,[],(G),298.15,10000,310753.1285,177.0810289,348006.4762,20.88742504,,,,,,,,Pu,1035,341.801,298.15,10000,3,310753.1285,298.15,1500,9.42063332,0.022510205,409384,0,2.22612E-06,-1.80537E-09,1500,6000,47.29482269,-0.00133712,-17940164,0,3.04918E-06,-4.38004E-10,6000,10000,320.664856,-0.065466736,-1151625824,0,5.34932E-06,-1.55963E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbBO2,[],(C),298.15,1133,-921417.4573,94.32738413,-974997.7995,73.39006313,,,,,,,,RbBO2,1228,-988.31,298.15,1133,2,-921417.4573,298.15,968,78.362,0.032042,-1291200,0,0,0,968,1133,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbBO2,[],(L),298.15,3000,-927184.5286,52.28647274,-984147.0494,145,,,,,,,,RbBO2,1228,-988.31,298.15,3000,1,-927184.5286,298.15,3000,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbBO2,[],(G),298.15,6000,-688137.8291,308.184115,-678977.5567,59.24785031,,,,,,,,RbBO2,1229,-693.31,298.15,6000,2,-688137.8291,298.15,1500,49.43743134,0.054010657,-307248,0,-3.42689E-05,7.91547E-09,1500,6000,81.99821472,0.000564269,-6182168,0,-1.03335E-07,6.61169E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbBr,[],(L),298.15,3500,-364152.9361,115.1026597,-381750.5824,72.8,,,,,,,,RbBr,1215,-407.83,298.15,3500,1,-364152.9361,298.15,3500,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbBr,[],(G),298.15,6000,-233177.9699,261.0221273,-191509.8956,37.21773199,,,,,,,,RbBr,1216,-201.83,298.15,6000,2,-233177.9699,298.15,1500,37.31328583,0.001060189,-35662,0,-1.48603E-07,1.03289E-10,1500,6000,60.84626007,-0.017465009,-13418982,0,5.11469E-06,-4.18088E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2Br2,[],(G),298.15,6000,-597172.8579,398.2670757,-551799.2701,82.1934994,,,,,,,,Rb2Br2,1217,-573.498,298.15,6000,2,-597172.8579,298.15,1500,83.10943604,7.6954E-05,-83012,0,-6.17997E-08,1.6997E-11,1500,6000,83.14300537,6.91544E-07,-84734,0,-1.28826E-10,8.3364E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbBr,[],(C),298.15,965,-388699.3578,110.1053088,-394768.419,52.7601664,,,,,,,,RbBr,1215,-407.83,298.15,965,1,-388699.3578,298.15,965,48.629,0.013856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2CO3,[],(C),298.15,1146,-1052034.291,181.3418062,-1132596.476,117.5995545,,,,,,,,Rb2CO3,1227,-1157.08,298.15,1146,2,-1052034.291,298.15,576,70.968,0.156403,0,0,0,0,576,1146,112.718,0.068852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2CO3,[],(L),298.15,3500,-1051442.306,140.7430863,-1138351.137,205,,,,,,,,Rb2CO3,1227,-1157.08,298.15,3500,1,-1051442.306,298.15,3500,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2Cl2,[],(G),298.15,6000,-621094.3811,374.3658569,-618370.327,81.44041544,,,,,,,,Rb2Cl2,1214,-639.158,298.15,6000,2,-621094.3811,298.15,1500,83.03587341,0.000234614,-146704,0,-1.84348E-07,4.96119E-11,1500,6000,83.14735413,-2.26334E-06,-157966,0,5.63616E-10,-4.54093E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbCl,[],(C),298.15,997,-407398.6974,95.23524815,-435218.4332,52.259764,,,,,,,,RbCl,1212,-447.38,298.15,997,1,-407398.6974,298.15,997,48.515,0.01256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbCl,[],(L),298.15,3400,-382968.2797,98.44829524,-422524.5608,73.4,,,,,,,,RbCl,1212,-447.38,298.15,3400,1,-382968.2797,298.15,3400,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbCl,[],(G),298.15,6000,-243623.9032,249.5841162,-223321.6041,36.83661952,,,,,,,,RbCl,1213,-233.38,298.15,6000,2,-243623.9032,298.15,1500,37.2469635,0.001144203,-65462,0,-2.00624E-07,1.03982E-10,1500,6000,68.96316528,-0.02186124,-20311240,0,5.67316E-06,-3.97065E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbF,[],(C),298.15,1068,-530759.2196,77.70508553,-559698.4812,50.62965369,,,,,,,,RbF,1209,-570.6,298.15,1068,1,-530759.2196,298.15,1068,42.343,0.026024,46900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbF,[],(L),298.15,3400,-497995.7388,85.59616628,-542140.9557,71,,,,,,,,RbF,1209,-570.6,298.15,3400,1,-497995.7388,298.15,3400,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbF,[],(G),298.15,6000,-353378.7604,237.0110712,-333510.3697,35.71029851,,,,,,,,RbF,1210,-343.101,298.15,6000,2,-353378.7604,298.15,1500,36.71340179,0.002182977,-138854,0,-1.13598E-06,3.41499E-10,1500,6000,45.51467133,-0.004930719,-5625846,0,1.36401E-06,-7.29198E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2F2,[],(G),298.15,6000,-855790.7134,342.7208083,-854911.4527,79.0719913,,,,,,,,Rb2F2,1211,-873.803,298.15,6000,2,-855790.7134,298.15,1500,82.51690674,0.001357188,-334454,0,-1.06593E-06,2.87077E-10,1500,6000,83.13975525,2.6779E-06,-383760,0,-5.67654E-10,4.0499E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbOH,[],(L),298.15,3000,-356070.5085,110.9634432,-406573.9401,83,,,,,,,,RbOH,1206,-433.3,298.15,3000,1,-356070.5085,298.15,3000,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbOH,[],(G),298.15,6000,-246737.4349,248.389189,-241302.4097,49.51379614,,,,,,,,RbOH,1207,-253.064,298.15,6000,2,-246737.4349,298.15,1500,55.52690887,-0.007183496,-412312,0,9.39307E-06,-2.56804E-09,1500,6000,55.15645599,0.003384106,-4518306,0,-5.99391E-07,3.74207E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2O2H2,[],(G),298.15,6000,-625962.8721,366.4819464,-653772.6294,107.2501605,,,,,,,,Rb2O2H2,1208,-677.128,298.15,6000,2,-625962.8721,298.15,1500,120.0581513,-0.015845798,-863314,0,1.99401E-05,-5.44542E-09,1500,6000,118.6285553,0.006767712,-9016560,0,-1.19871E-06,7.48381E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbOH,[],(C),298.15,658,-374867.4189,92.00693493,-418797.9318,68.9996029,,,,,,,,RbOH,1206,-433.3,298.15,658,2,-374867.4189,298.15,508,51.24,0.059566,0,0,0,0,508,658,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbH,[],(C),298.15,858,-31556.27437,63.70394717,-52298.82126,39.3003378,,,,,,,,RbH,1204,-61.4,298.15,858,1,-31556.27437,298.15,858,35.446,0.032955,-530800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbH,[],(L),298.15,1200,2553.394262,83.44569322,-32301.7417,56,,,,,,,,RbH,1204,-61.4,298.15,1200,1,2553.394262,298.15,1200,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbH,[],(G),298.15,6000,96578.6639,208.6087195,119321.7209,31.29180352,,,,,,,,RbH,1205,110.503,298.15,6000,2,96578.6639,298.15,1500,27.6962204,0.020438187,-117516,0,-1.43795E-05,3.85492E-09,1500,6000,34.73043823,0.006661282,-4525626,0,-1.97732E-06,1.49392E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbI,[],(L),298.15,3400,-305188.0338,125.1172521,-320472.3102,72.1,,,,,,,,RbI,1218,-346.94,298.15,3400,1,-305188.0338,298.15,3400,72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbI,[],(G),298.15,6000,-182032.2045,268.7652672,-138479.7833,37.37324759,,,,,,,,RbI,1219,-148.94,298.15,6000,2,-182032.2045,298.15,1500,37.32879639,0.001082805,-24084,0,-1.15953E-07,1.07591E-10,1500,6000,47.19587708,-0.009412036,-2682724,0,3.78226E-06,-3.78431E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2I2,[],(G),298.15,6000,-482578.6442,416.1776147,-432954.3197,82.50711631,,,,,,,,Rb2I2,1220,-455.174,298.15,6000,2,-482578.6442,298.15,1500,83.13037109,2.94949E-05,-56020,0,-2.26351E-08,5.89693E-12,1500,6000,83.14102173,2.14738E-06,-55366,0,-4.73288E-10,3.52469E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbI,[],(C),298.15,929,-329559.0827,118.8052885,-333598.4229,52.59004412,,,,,,,,RbI,1218,-346.94,298.15,929,1,-329559.0827,298.15,929,41.527,0.024862,324500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRbO3,[],(L),298.15,2500,-389370.1941,153.5197885,-488115.6788,146,,,,,,,,NRbO3,1225,-514.34,298.15,2500,1,-389370.1941,298.15,2500,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRbO3,[],(G),298.15,6000,-277609.4283,326.2962794,-314979.8006,68.92459171,,,,,,,,NRbO3,1226,-331.341,298.15,6000,2,-277609.4283,298.15,1500,45.12705994,0.118447461,-406180,0,-8.45039E-05,2.12633E-08,1500,6000,107.3499603,0.000366084,-8210976,0,-6.74474E-08,4.33675E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRbO2,[],(C),298.15,695,-299829.0748,162.0084425,-366997.4812,84.0001217,,,,,,,,NRbO2,1223,-390.4,298.15,695,1,-299829.0748,298.15,695,75.736,0.027718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRbO2,[],(L),298.15,2500,-288475.6478,166.5001613,-360651.184,104,,,,,,,,NRbO2,1223,-390.4,298.15,2500,1,-288475.6478,298.15,2500,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRbO2,[],(G),298.15,6000,-174445.5017,317.4534196,-187633.1877,61.53474031,,,,,,,,NRbO2,1224,-203.401,298.15,6000,2,-174445.5017,298.15,1500,45.34532928,0.070532104,-64826,0,-4.99677E-05,1.2501E-08,1500,6000,82.69483948,0.000223346,-4824360,0,-4.11876E-08,2.65043E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRbO3,[],(C),298.15,583,-399965.1302,144.909944,-494697.0334,98.99957873,,,,,,,,NRbO3,1225,-514.34,298.15,583,4,-399965.1302,298.15,437,120.354,-0.227512,0,0,0.000522854,0,437,493,75.833,0.136667,0,0,0,0,493,556,896.817,-2.346157,0,0,0,3.26112E-06,556,583,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbO,[],(G),298.15,6000,31464.88181,244.8197055,52486.7213,42.51796369,,,,,,,,RbO,1198,42.145,298.15,6000,2,31464.88181,298.15,1500,58.84942627,-0.043356439,-544974,0,3.32204E-05,-8.57127E-09,1500,6000,18.06674957,0.012372977,15678784,0,-1.84482E-06,6.04909E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbO2,[],(C),298.15,813,-233272.0011,130.1078025,-279097.6742,77.570451,,,,,,,,RbO2,1199,-295.86,298.15,813,2,-233272.0011,298.15,423,52.663,0.08354,0,0,0,0,423,813,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbO2,[],(L),298.15,2000,-208465.8955,141.9726471,-264926.2462,100,,,,,,,,RbO2,1199,-295.86,298.15,2000,1,-208465.8955,298.15,2000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2O,[],(C),298.15,778,-302633.8001,125.0074375,-337997.7806,74.0000214,,,,,,,,Rb2O,1200,-353.6,298.15,778,3,-302633.8001,298.15,543,51.473,0.075556,0,0,0,0,543,613,100,0,0,0,0,0,613,778,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2O,[],(L),298.15,2500,-300465.1409,147.9386872,-333494.8115,100,,,,,,,,Rb2O,1200,-353.6,298.15,2500,1,-300465.1409,298.15,2500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb2O2,[],(G),298.15,6000,-213011.8287,326.1903313,-215863.5289,71.9169826,,,,,,,,Rb2O2,1203,-232.71,298.15,6000,2,-213011.8287,298.15,1500,73.58525085,0.019629474,-560154,0,-1.48834E-05,3.91099E-09,1500,6000,83.09611511,2.40567E-05,-1487450,0,-4.47374E-09,2.90733E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
